customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,rfm_label
CLR-09622,467,6,676.18,1,3,3,7,At Risk
CLR-09623,38,2,178.42,4,1,1,6,New Customers
CLR-09624,5,9,721.96,5,4,3,12,Loyal Customers
CLR-09625,218,2,334.02,2,1,2,5,Lost
CLR-09626,118,2,195.8,3,1,1,5,Other
CLR-09627,325,2,124.34,2,1,1,4,Lost
CLR-09628,90,18,1971.14,3,5,5,13,Loyal Customers
CLR-09629,917,2,104.45,1,1,1,3,Lost
CLR-09630,82,15,2048.06,3,5,5,13,Loyal Customers
CLR-09631,57,1,61.96,4,1,1,6,New Customers
CLR-09632,72,2,279.56,3,1,2,6,Potential Loyalists
CLR-09633,241,8,1801.64,2,4,5,11,At Risk
CLR-09634,60,25,3068.97,4,5,5,14,Champions
CLR-09635,224,9,850.74,2,4,3,9,At Risk
CLR-09636,214,1,111.8,2,1,1,4,Lost
CLR-09637,48,6,569.66,4,3,3,10,Loyal Customers
CLR-09638,11,5,567.52,5,3,3,11,Loyal Customers
CLR-09639,97,18,1975.37,3,5,5,13,Loyal Customers
CLR-09640,6,1,58.9,5,1,1,7,New Customers
CLR-09641,10,23,3128.53,5,5,5,15,Champions
CLR-09642,114,5,447.25,3,3,2,8,Potential Loyalists
CLR-09643,59,15,1745.99,4,5,5,14,Champions
CLR-09644,82,1,96.9,3,1,1,5,Other
CLR-09645,108,4,448.54,3,2,2,7,Potential Loyalists
CLR-09646,12,27,2751.57,5,5,5,15,Champions
CLR-09647,85,2,243.7,3,1,1,5,Other
CLR-09648,92,7,660.53,3,3,3,9,Loyal Customers
CLR-09649,73,11,1082.48,3,4,4,11,Loyal Customers
CLR-09651,346,1,154.35,2,1,1,4,Lost
CLR-09652,79,9,1192.96,3,4,4,11,Loyal Customers
CLR-09653,466,3,154.68,1,2,1,4,Lost
CLR-09654,31,4,618.54,4,2,3,9,New Customers
CLR-09655,47,3,255.0,4,2,2,8,New Customers
CLR-09656,218,2,277.7,2,1,2,5,Lost
CLR-09657,135,15,1239.82,3,5,4,12,Loyal Customers
CLR-09658,211,10,1010.21,2,4,4,10,At Risk
CLR-09659,563,3,361.75,1,2,2,5,Lost
CLR-09660,1,8,894.59,5,4,3,12,Loyal Customers
CLR-09661,51,7,863.7,4,3,3,10,Loyal Customers
CLR-09663,58,1,49.52,4,1,1,6,New Customers
CLR-09664,0,3,223.24,5,2,1,8,New Customers
CLR-09665,609,7,498.3,1,3,2,6,Other
CLR-09667,23,2,235.8,5,1,1,7,New Customers
CLR-09668,391,12,1385.97,1,4,4,9,At Risk
CLR-09669,119,1,56.9,3,1,1,5,Other
CLR-09670,57,8,798.84,4,4,3,11,Loyal Customers
CLR-09672,171,17,1822.32,2,5,5,12,At Risk
CLR-09673,596,7,1104.53,1,3,4,8,At Risk
CLR-09674,554,15,1892.96,1,5,5,11,At Risk
CLR-09675,30,5,403.67,4,3,2,9,Potential Loyalists
CLR-09676,24,6,507.41,5,3,2,10,Potential Loyalists
CLR-09677,23,13,1545.65,5,5,5,15,Champions
CLR-09678,196,3,465.32,2,2,2,6,Lost
CLR-09679,161,7,805.21,3,3,3,9,Loyal Customers
CLR-09680,210,14,1647.75,2,5,5,12,At Risk
CLR-09681,68,32,2975.62,4,5,5,14,Champions
CLR-09682,35,9,895.89,4,4,3,11,Loyal Customers
CLR-09683,145,4,734.4,3,2,3,8,Potential Loyalists
CLR-09684,249,9,688.62,2,4,3,9,At Risk
CLR-09685,308,4,274.99,2,2,2,6,Lost
CLR-09686,116,5,732.33,3,3,3,9,Loyal Customers
CLR-09687,449,4,843.12,1,2,3,6,Lost
CLR-09688,598,5,279.53,1,3,2,6,Other
CLR-09689,5,1,52.9,5,1,1,7,New Customers
CLR-09690,162,1,126.81,3,1,1,5,Other
CLR-09691,170,6,975.86,2,3,4,9,At Risk
CLR-09692,258,2,341.91,2,1,2,5,Lost
CLR-09693,112,7,674.18,3,3,3,9,Loyal Customers
CLR-09694,353,3,479.87,2,2,2,6,Lost
CLR-09695,115,12,1747.53,3,4,5,12,Loyal Customers
CLR-09696,523,5,411.29,1,3,2,6,Other
CLR-09697,31,24,2364.35,4,5,5,14,Champions
CLR-09698,99,2,148.8,3,1,1,5,Other
CLR-09699,102,2,111.61,3,1,1,5,Other
CLR-09700,58,8,1075.75,4,4,4,12,Champions
CLR-09701,58,2,316.56,4,1,2,7,New Customers
CLR-09702,86,5,504.49,3,3,2,8,Potential Loyalists
CLR-09703,29,4,475.5,5,2,2,9,New Customers
CLR-09704,102,13,1649.82,3,5,5,13,Loyal Customers
CLR-09705,362,5,594.22,2,3,3,8,At Risk
CLR-09706,20,23,2476.98,5,5,5,15,Champions
CLR-09707,24,18,2401.72,5,5,5,15,Champions
CLR-09708,253,5,708.86,2,3,3,8,At Risk
CLR-09709,267,6,685.0,2,3,3,8,At Risk
CLR-09710,618,6,1115.55,1,3,4,8,At Risk
CLR-09711,315,6,516.87,2,3,2,7,Other
CLR-09712,3,14,2440.88,5,5,5,15,Champions
CLR-09713,67,12,1125.84,4,4,4,12,Champions
CLR-09714,17,9,2460.52,5,4,5,14,Champions
CLR-09715,21,12,1461.91,5,4,4,13,Champions
CLR-09716,23,8,935.85,5,4,4,13,Champions
CLR-09717,14,20,2376.56,5,5,5,15,Champions
CLR-09718,10,7,598.52,5,3,3,11,Loyal Customers
CLR-09719,13,2,415.82,5,1,2,8,New Customers
CLR-09720,94,5,682.26,3,3,3,9,Loyal Customers
CLR-09722,89,25,2866.64,3,5,5,13,Loyal Customers
CLR-09723,115,20,2043.78,3,5,5,13,Loyal Customers
CLR-09724,16,6,1030.95,5,3,4,12,Loyal Customers
CLR-09725,126,14,1543.51,3,5,5,13,Loyal Customers
CLR-09726,25,21,1809.35,5,5,5,15,Champions
CLR-09727,353,3,373.24,2,2,2,6,Lost
CLR-09728,128,3,220.93,3,2,1,6,Other
CLR-09729,0,21,2501.13,5,5,5,15,Champions
CLR-09730,48,7,1053.6,4,3,4,11,Loyal Customers
CLR-09731,401,18,2059.1,1,5,5,11,At Risk
CLR-09732,115,1,316.03,3,1,2,6,Potential Loyalists
CLR-09733,49,5,533.09,4,3,3,10,Loyal Customers
CLR-09734,287,3,372.22,2,2,2,6,Lost
CLR-09735,304,12,1200.41,2,4,4,10,At Risk
CLR-09736,6,16,1937.05,5,5,5,15,Champions
CLR-09737,13,30,4133.22,5,5,5,15,Champions
CLR-09738,360,4,295.17,2,2,2,6,Lost
CLR-09739,28,4,640.42,5,2,3,10,New Customers
CLR-09740,193,11,1728.07,2,4,5,11,At Risk
CLR-09741,200,8,1196.09,2,4,4,10,At Risk
CLR-09742,204,2,311.06,2,1,2,5,Lost
CLR-09743,22,2,153.13,5,1,1,7,New Customers
CLR-09744,141,18,2292.5,3,5,5,13,Loyal Customers
CLR-09745,539,4,386.74,1,2,2,5,Lost
CLR-09746,104,14,1767.22,3,5,5,13,Loyal Customers
CLR-09747,178,8,958.97,2,4,4,10,At Risk
CLR-09749,577,15,1823.69,1,5,5,11,At Risk
CLR-09751,691,1,52.72,1,1,1,3,Lost
CLR-09752,416,9,889.39,1,4,3,8,At Risk
CLR-09753,344,4,484.86,2,2,2,6,Lost
CLR-09754,97,2,177.8,3,1,1,5,Other
CLR-09755,94,2,312.94,3,1,2,6,Potential Loyalists
CLR-09757,407,2,405.23,1,1,2,4,Lost
CLR-09758,638,7,683.09,1,3,3,7,At Risk
CLR-09759,75,4,316.41,3,2,2,7,Potential Loyalists
CLR-09760,748,4,419.5,1,2,2,5,Lost
CLR-09761,156,9,941.27,3,4,4,11,Loyal Customers
CLR-09762,21,12,939.45,5,4,4,13,Champions
CLR-09763,47,2,218.7,4,1,1,6,New Customers
CLR-09764,136,9,1079.69,3,4,4,11,Loyal Customers
CLR-09765,175,24,2946.0,2,5,5,12,At Risk
CLR-09766,515,6,475.72,1,3,2,6,Other
CLR-09768,290,7,1248.93,2,3,4,9,At Risk
CLR-09769,475,7,977.06,1,3,4,8,At Risk
CLR-09770,209,2,152.63,2,2,1,5,Lost
CLR-09771,561,4,469.82,1,2,2,5,Lost
CLR-09773,398,6,997.06,1,3,4,8,At Risk
CLR-09774,262,4,588.05,2,2,3,7,Lost
CLR-09775,100,4,466.11,3,2,2,7,Potential Loyalists
CLR-09776,197,13,1386.85,2,5,4,11,At Risk
CLR-09777,831,2,165.81,1,2,1,4,Lost
CLR-09778,26,13,1912.01,5,5,5,15,Champions
CLR-09779,57,3,367.51,4,2,2,8,New Customers
CLR-09780,622,6,361.38,1,3,2,6,Other
CLR-09782,31,7,763.51,4,3,3,10,Loyal Customers
CLR-09783,446,5,488.05,1,3,2,6,Other
CLR-09784,64,4,472.74,4,2,2,8,New Customers
CLR-09785,3,19,2494.0,5,5,5,15,Champions
CLR-09787,54,9,1057.2,4,4,4,12,Champions
CLR-09788,65,11,1183.28,4,4,4,12,Champions
CLR-09789,428,1,94.41,1,1,1,3,Lost
CLR-09790,154,8,1640.94,3,4,5,12,Loyal Customers
CLR-09791,52,9,1109.61,4,4,4,12,Champions
CLR-09792,122,17,2297.68,3,5,5,13,Loyal Customers
CLR-09793,61,13,1388.15,4,5,4,13,Champions
CLR-09794,30,3,266.86,4,2,2,8,New Customers
CLR-09795,249,7,986.34,2,3,4,9,At Risk
CLR-09796,27,11,1279.53,5,4,4,13,Champions
CLR-09797,180,1,175.02,2,1,1,4,Lost
CLR-09798,2,11,1539.79,5,4,5,14,Champions
CLR-09799,114,20,1869.97,3,5,5,13,Loyal Customers
CLR-09800,15,4,953.36,5,2,4,11,New Customers
CLR-09801,30,14,1631.11,4,5,5,14,Champions
CLR-09802,422,4,433.92,1,2,2,5,Lost
CLR-09803,14,9,1390.51,5,4,4,13,Champions
CLR-09804,59,4,352.92,4,2,2,8,New Customers
CLR-09805,46,15,1632.09,4,5,5,14,Champions
CLR-09806,80,2,100.58,3,2,1,6,Other
CLR-09807,35,27,3185.66,4,5,5,14,Champions
CLR-09808,103,5,1153.27,3,3,4,10,Loyal Customers
CLR-09809,421,7,552.21,1,3,3,7,At Risk
CLR-09810,652,1,44.01,1,1,1,3,Lost
CLR-09811,6,8,1071.66,5,4,4,13,Champions
CLR-09812,171,5,739.28,2,3,3,8,At Risk
CLR-09813,243,1,141.9,2,1,1,4,Lost
CLR-09814,112,1,42.9,3,1,1,5,Other
CLR-09815,480,2,220.34,1,2,1,4,Lost
CLR-09816,81,27,2533.11,3,5,5,13,Loyal Customers
CLR-09817,221,1,91.12,2,1,1,4,Lost
CLR-09818,468,7,690.44,1,3,3,7,At Risk
CLR-09819,33,15,1158.77,4,5,4,13,Champions
CLR-09821,11,10,1221.67,5,4,4,13,Champions
CLR-09822,161,18,2042.94,3,5,5,13,Loyal Customers
CLR-09823,21,22,2544.69,5,5,5,15,Champions
CLR-09824,1,7,1078.83,5,3,4,12,Loyal Customers
CLR-09825,188,5,662.92,2,3,3,8,At Risk
CLR-09826,6,3,419.7,5,2,2,9,New Customers
CLR-09827,37,32,2988.4,4,5,5,14,Champions
CLR-09828,8,7,823.2,5,3,3,11,Loyal Customers
CLR-09829,29,3,343.36,5,2,2,9,New Customers
CLR-09830,144,5,425.3,3,3,2,8,Potential Loyalists
CLR-09831,229,5,464.27,2,3,2,7,Other
CLR-09832,211,14,2019.78,2,5,5,12,At Risk
CLR-09833,71,9,798.96,3,4,3,10,Loyal Customers
CLR-09834,174,1,62.82,2,1,1,4,Lost
CLR-09835,408,5,621.05,1,3,3,7,At Risk
CLR-09836,337,5,618.27,2,3,3,8,At Risk
CLR-09837,384,2,210.48,1,2,1,4,Lost
CLR-09838,267,6,653.08,2,3,3,8,At Risk
CLR-09840,128,2,156.82,3,2,1,6,Other
CLR-09841,537,6,649.45,1,3,3,7,At Risk
CLR-09842,322,2,297.12,2,2,2,6,Lost
CLR-09843,164,5,625.41,2,3,3,8,At Risk
CLR-09844,123,3,762.62,3,2,3,8,Potential Loyalists
CLR-09845,53,10,1834.88,4,4,5,13,Champions
CLR-09846,199,19,2445.18,2,5,5,12,At Risk
CLR-09847,292,1,52.53,2,1,1,4,Lost
CLR-09848,23,2,193.42,5,2,1,8,New Customers
CLR-09849,122,16,2775.11,3,5,5,13,Loyal Customers
CLR-09850,65,10,1995.26,4,4,5,13,Champions
CLR-09851,338,24,2550.94,2,5,5,12,At Risk
CLR-09852,31,2,117.62,4,2,1,7,New Customers
CLR-09853,92,13,1369.51,3,5,4,12,Loyal Customers
CLR-09854,65,1,72.9,4,1,1,6,New Customers
CLR-09855,178,5,842.98,2,3,3,8,At Risk
CLR-09856,121,10,1425.73,3,4,4,11,Loyal Customers
CLR-09857,69,17,1571.12,4,5,5,14,Champions
CLR-09858,617,6,551.07,1,3,3,7,At Risk
CLR-09859,532,13,1072.74,1,5,4,10,At Risk
CLR-09860,9,12,1542.58,5,4,5,14,Champions
CLR-09861,80,7,750.48,3,3,3,9,Loyal Customers
CLR-09862,586,1,27.9,1,1,1,3,Lost
CLR-09863,24,8,786.06,5,4,3,12,Loyal Customers
CLR-09864,222,9,912.57,2,4,4,10,At Risk
CLR-09865,154,4,467.78,3,2,2,7,Potential Loyalists
CLR-09866,163,8,846.25,3,4,3,10,Loyal Customers
CLR-09867,226,3,245.43,2,2,1,5,Lost
CLR-09868,555,2,215.5,1,2,1,4,Lost
CLR-09869,99,18,2058.87,3,5,5,13,Loyal Customers
CLR-09870,194,6,933.95,2,3,4,9,At Risk
CLR-09871,203,7,710.0,2,3,3,8,At Risk
CLR-09872,53,3,162.92,4,2,1,7,New Customers
CLR-09873,43,7,613.68,4,3,3,10,Loyal Customers
CLR-09874,90,8,534.84,3,4,3,10,Loyal Customers
CLR-09875,436,5,545.53,1,3,3,7,At Risk
CLR-09876,77,4,337.51,3,2,2,7,Potential Loyalists
CLR-09877,221,6,662.22,2,3,3,8,At Risk
CLR-09878,58,6,857.97,4,3,3,10,Loyal Customers
CLR-09879,119,1,64.9,3,1,1,5,Other
CLR-09880,181,8,712.7,2,4,3,9,At Risk
CLR-09881,21,9,1091.41,5,4,4,13,Champions
CLR-09882,98,9,832.77,3,4,3,10,Loyal Customers
CLR-09883,96,12,2015.49,3,4,5,12,Loyal Customers
CLR-09884,549,11,1357.71,1,4,4,9,At Risk
CLR-09885,73,9,1245.17,3,4,4,11,Loyal Customers
CLR-09886,58,4,517.22,4,2,2,8,New Customers
CLR-09887,58,5,486.84,4,3,2,9,Potential Loyalists
CLR-09888,63,9,1779.09,4,4,5,13,Champions
CLR-09889,27,5,804.01,5,3,3,11,Loyal Customers
CLR-09890,347,3,364.55,2,2,2,6,Lost
CLR-09891,240,7,751.39,2,3,3,8,At Risk
CLR-09892,11,5,597.71,5,3,3,11,Loyal Customers
CLR-09893,555,1,53.85,1,1,1,3,Lost
CLR-09894,4,9,1232.85,5,4,4,13,Champions
CLR-09895,6,4,459.45,5,2,2,9,New Customers
CLR-09896,196,1,72.73,2,1,1,4,Lost
CLR-09897,237,4,542.5,2,2,3,7,Lost
CLR-09898,75,1,41.8,3,1,1,5,Other
CLR-09899,5,10,1037.21,5,4,4,13,Champions
CLR-09900,282,5,490.67,2,3,2,7,Other
CLR-09902,103,4,661.88,3,2,3,8,Potential Loyalists
CLR-09903,43,5,281.41,4,3,2,9,Potential Loyalists
CLR-09904,191,11,945.88,2,4,4,10,At Risk
CLR-09905,921,1,53.91,1,1,1,3,Lost
CLR-09906,149,32,2915.64,3,5,5,13,Loyal Customers
CLR-09907,2,24,3165.29,5,5,5,15,Champions
CLR-09908,40,9,1150.07,4,4,4,12,Champions
CLR-09909,50,8,571.77,4,4,3,11,Loyal Customers
CLR-09910,101,7,843.63,3,3,3,9,Loyal Customers
CLR-09911,111,5,231.75,3,3,1,7,Other
CLR-09912,220,3,331.77,2,2,2,6,Lost
CLR-09913,400,3,376.63,1,2,2,5,Lost
CLR-09914,298,2,127.81,2,2,1,5,Lost
CLR-09915,198,8,709.23,2,4,3,9,At Risk
CLR-09916,181,7,624.88,2,3,3,8,At Risk
CLR-09917,64,2,119.63,4,2,1,7,New Customers
CLR-09918,550,3,336.73,1,2,2,5,Lost
CLR-09919,465,19,2492.08,1,5,5,11,At Risk
CLR-09920,506,5,1277.26,1,3,4,8,At Risk
CLR-09921,363,4,673.41,2,2,3,7,Lost
CLR-09922,64,6,608.13,4,3,3,10,Loyal Customers
CLR-09923,50,8,807.69,4,4,3,11,Loyal Customers
CLR-09924,226,4,979.08,2,2,4,8,Lost
CLR-09925,129,11,1657.1,3,4,5,12,Loyal Customers
CLR-09926,0,20,2746.52,5,5,5,15,Champions
CLR-09927,70,19,1996.96,4,5,5,14,Champions
CLR-09928,11,6,642.66,5,3,3,11,Loyal Customers
CLR-09929,18,5,825.56,5,3,3,11,Loyal Customers
CLR-09930,609,5,242.46,1,3,1,5,Other
CLR-09931,29,12,1271.57,5,4,4,13,Champions
CLR-09932,485,1,383.8,1,1,2,4,Lost
CLR-09933,82,9,725.1,3,4,3,10,Loyal Customers
CLR-09934,517,1,145.71,1,1,1,3,Lost
CLR-09935,0,11,1387.8,5,4,4,13,Champions
CLR-09936,414,27,2780.64,1,5,5,11,At Risk
CLR-09937,168,4,879.89,2,2,3,7,Lost
CLR-09938,570,2,238.11,1,2,1,4,Lost
CLR-09939,100,5,518.7,3,3,2,8,Potential Loyalists
CLR-09940,466,4,846.1,1,2,3,6,Lost
CLR-09941,657,8,954.1,1,4,4,9,At Risk
CLR-09942,29,7,1320.91,5,3,4,12,Loyal Customers
CLR-09943,587,1,89.9,1,1,1,3,Lost
CLR-09944,19,19,2187.57,5,5,5,15,Champions
CLR-09945,8,12,1536.46,5,4,5,14,Champions
CLR-09946,52,16,1715.13,4,5,5,14,Champions
CLR-09947,75,12,1608.59,3,4,5,12,Loyal Customers
CLR-09948,38,6,628.66,4,3,3,10,Loyal Customers
CLR-09949,241,9,1048.61,2,4,4,10,At Risk
CLR-09950,4,3,540.84,5,2,3,10,New Customers
CLR-09951,243,1,310.9,2,1,2,5,Lost
CLR-09952,202,6,439.91,2,3,2,7,Other
CLR-09953,112,5,388.74,3,3,2,8,Potential Loyalists
CLR-09954,234,11,1545.04,2,4,5,11,At Risk
CLR-09955,7,10,1251.77,5,4,4,13,Champions
CLR-09956,222,2,347.8,2,2,2,6,Lost
CLR-09957,139,9,1279.87,3,4,4,11,Loyal Customers
CLR-09958,997,1,71.9,1,1,1,3,Lost
CLR-09959,387,9,1677.83,1,4,5,10,At Risk
CLR-09960,83,4,470.23,3,2,2,7,Potential Loyalists
CLR-09961,6,32,4490.43,5,5,5,15,Champions
CLR-09962,636,4,324.22,1,2,2,5,Lost
CLR-09963,48,3,218.48,4,2,1,7,New Customers
CLR-09964,112,8,917.32,3,4,4,11,Loyal Customers
CLR-09965,168,7,988.71,2,3,4,9,At Risk
CLR-09966,42,11,1108.55,4,4,4,12,Champions
CLR-09967,206,2,352.65,2,2,2,6,Lost
CLR-09968,293,10,1380.15,2,4,4,10,At Risk
CLR-09970,417,2,328.42,1,2,2,5,Lost
CLR-09971,307,1,47.12,2,1,1,4,Lost
CLR-09972,172,10,980.54,2,4,4,10,At Risk
CLR-09973,15,3,629.42,5,2,3,10,New Customers
CLR-09974,8,6,1280.21,5,3,4,12,Loyal Customers
CLR-09975,59,12,1834.71,4,4,5,13,Champions
CLR-09976,34,15,1466.11,4,5,4,13,Champions
CLR-09977,53,15,1502.63,4,5,5,14,Champions
CLR-09978,380,12,1236.37,2,4,4,10,At Risk
CLR-09979,4,5,907.14,5,3,4,12,Loyal Customers
CLR-09980,2,16,1840.82,5,5,5,15,Champions
CLR-09981,485,17,1653.2,1,5,5,11,At Risk
CLR-09982,48,10,679.42,4,4,3,11,Loyal Customers
CLR-09983,236,5,712.47,2,3,3,8,At Risk
CLR-09984,16,7,587.89,5,3,3,11,Loyal Customers
CLR-09985,194,13,1161.75,2,5,4,11,At Risk
CLR-09986,48,18,1876.36,4,5,5,14,Champions
CLR-09987,319,12,1280.63,2,4,4,10,At Risk
CLR-09988,580,5,661.34,1,3,3,7,At Risk
CLR-09989,5,10,1757.72,5,4,5,14,Champions
CLR-09990,566,2,223.62,1,2,1,4,Lost
CLR-09991,44,5,480.86,4,3,2,9,Potential Loyalists
CLR-09992,10,4,521.4,5,2,2,9,New Customers
CLR-09993,79,15,1163.73,3,5,4,12,Loyal Customers
CLR-09994,34,9,1034.94,4,4,4,12,Champions
CLR-09995,314,7,751.75,2,3,3,8,At Risk
CLR-09996,902,4,523.4,1,2,2,5,Lost
CLR-09997,17,29,3243.91,5,5,5,15,Champions
CLR-09998,27,15,1341.58,5,5,4,14,Champions
CLR-09999,97,4,444.99,3,2,2,7,Potential Loyalists
CLR-10000,12,10,1102.52,5,4,4,13,Champions
CLR-10001,522,2,124.67,1,2,1,4,Lost
CLR-10002,0,9,1041.78,5,4,4,13,Champions
CLR-10003,53,18,1731.07,4,5,5,14,Champions
CLR-10004,157,1,49.44,3,1,1,5,Other
CLR-10005,633,5,665.53,1,3,3,7,At Risk
CLR-10006,71,2,163.42,3,2,1,6,Other
CLR-10007,522,1,22.41,1,1,1,3,Lost
CLR-10008,35,28,2692.57,4,5,5,14,Champions
CLR-10009,211,10,1367.49,2,4,4,10,At Risk
CLR-10010,3,4,533.02,5,2,3,10,New Customers
CLR-10011,25,20,2081.06,5,5,5,15,Champions
CLR-10012,1,6,615.0,5,3,3,11,Loyal Customers
CLR-10013,58,7,905.87,4,3,4,11,Loyal Customers
CLR-10014,225,10,1073.01,2,4,4,10,At Risk
CLR-10015,564,5,466.39,1,3,2,6,Other
CLR-10016,589,2,236.98,1,2,1,4,Lost
CLR-10017,163,7,790.27,3,3,3,9,Loyal Customers
CLR-10018,10,10,1899.78,5,4,5,14,Champions
CLR-10019,7,4,277.5,5,2,2,9,New Customers
CLR-10020,46,4,335.46,4,2,2,8,New Customers
CLR-10021,171,8,758.92,2,4,3,9,At Risk
CLR-10022,55,1,67.41,4,1,1,6,New Customers
CLR-10023,149,3,532.22,3,2,3,8,Potential Loyalists
CLR-10024,41,8,888.5,4,4,3,11,Loyal Customers
CLR-10025,566,4,450.14,1,2,2,5,Lost
CLR-10026,398,11,1087.53,1,4,4,9,At Risk
CLR-10027,477,8,621.78,1,4,3,8,At Risk
CLR-10028,395,1,180.64,1,1,1,3,Lost
CLR-10029,8,5,725.14,5,3,3,11,Loyal Customers
CLR-10030,104,4,565.15,3,2,3,8,Potential Loyalists
CLR-10031,726,2,176.22,1,2,1,4,Lost
CLR-10032,172,7,535.92,2,3,3,8,At Risk
CLR-10033,6,5,640.43,5,3,3,11,Loyal Customers
CLR-10034,410,1,116.82,1,1,1,3,Lost
CLR-10035,356,12,1186.2,2,4,4,10,At Risk
CLR-10036,12,12,1334.05,5,4,4,13,Champions
CLR-10037,20,1,124.9,5,1,1,7,New Customers
CLR-10038,666,1,203.9,1,1,1,3,Lost
CLR-10039,134,12,1410.5,3,4,4,11,Loyal Customers
CLR-10040,535,2,390.32,1,2,2,5,Lost
CLR-10041,417,3,343.13,1,2,2,5,Lost
CLR-10042,2,18,2269.03,5,5,5,15,Champions
CLR-10043,153,13,1352.68,3,5,4,12,Loyal Customers
CLR-10044,474,2,217.73,1,2,1,4,Lost
CLR-10045,363,3,404.7,2,2,2,6,Lost
CLR-10046,735,2,216.81,1,2,1,4,Lost
CLR-10047,4,2,226.51,5,2,1,8,New Customers
CLR-10048,82,7,571.44,3,3,3,9,Loyal Customers
CLR-10049,273,2,419.51,2,2,2,6,Lost
CLR-10050,65,12,2028.63,4,4,5,13,Champions
CLR-10051,213,11,1218.67,2,4,4,10,At Risk
CLR-10053,350,5,739.2,2,3,3,8,At Risk
CLR-10054,24,8,746.91,5,4,3,12,Loyal Customers
CLR-10055,290,6,689.54,2,3,3,8,At Risk
CLR-10056,506,6,841.7,1,3,3,7,At Risk
CLR-10057,90,7,1081.45,3,3,4,10,Loyal Customers
CLR-10058,64,5,419.77,4,3,2,9,Potential Loyalists
CLR-10059,601,4,533.5,1,2,3,6,Lost
CLR-10060,366,10,936.09,2,4,4,10,At Risk
CLR-10061,39,3,257.65,4,2,2,8,New Customers
CLR-10062,127,3,331.81,3,2,2,7,Potential Loyalists
CLR-10063,107,14,1411.96,3,5,4,12,Loyal Customers
CLR-10064,571,1,27.12,1,1,1,3,Lost
CLR-10065,36,6,976.83,4,3,4,11,Loyal Customers
CLR-10066,1080,1,138.46,1,1,1,3,Lost
CLR-10067,40,19,2841.67,4,5,5,14,Champions
CLR-10068,31,24,3165.46,4,5,5,14,Champions
CLR-10069,92,5,408.45,3,3,2,8,Potential Loyalists
CLR-10070,110,10,1463.29,3,4,4,11,Loyal Customers
CLR-10071,944,2,245.57,1,2,1,4,Lost
CLR-10072,65,2,194.8,4,2,1,7,New Customers
CLR-10073,464,8,571.91,1,4,3,8,At Risk
CLR-10074,51,7,809.38,4,3,3,10,Loyal Customers
CLR-10075,165,4,691.95,2,2,3,7,Lost
CLR-10076,254,1,106.9,2,1,1,4,Lost
CLR-10077,65,1,73.9,4,1,1,6,New Customers
CLR-10078,863,2,106.36,1,2,1,4,Lost
CLR-10079,515,3,332.55,1,2,2,5,Lost
CLR-10080,51,7,835.08,4,3,3,10,Loyal Customers
CLR-10081,198,10,991.49,2,4,4,10,At Risk
CLR-10082,109,15,1817.2,3,5,5,13,Loyal Customers
CLR-10083,236,1,58.9,2,1,1,4,Lost
CLR-10084,79,7,815.6,3,3,3,9,Loyal Customers
CLR-10085,149,1,41.31,3,1,1,5,Other
CLR-10086,147,4,416.74,3,2,2,7,Potential Loyalists
CLR-10087,9,7,541.29,5,3,3,11,Loyal Customers
CLR-10088,618,5,460.4,1,3,2,6,Other
CLR-10089,132,9,1286.3,3,4,4,11,Loyal Customers
CLR-10090,37,7,820.11,4,3,3,10,Loyal Customers
CLR-10091,346,6,650.68,2,3,3,8,At Risk
CLR-10092,51,19,3152.5,4,5,5,14,Champions
CLR-10093,466,5,353.78,1,3,2,6,Other
CLR-10094,428,7,403.89,1,3,2,6,Other
CLR-10095,11,20,2118.74,5,5,5,15,Champions
CLR-10096,280,13,1239.06,2,5,4,11,At Risk
CLR-10097,539,13,1529.31,1,5,5,11,At Risk
CLR-10098,0,17,1949.8,5,5,5,15,Champions
CLR-10099,559,8,846.13,1,4,3,8,At Risk
CLR-10100,221,2,446.82,2,2,2,6,Lost
CLR-10101,57,3,328.66,4,2,2,8,New Customers
CLR-10102,66,10,1638.95,4,4,5,13,Champions
CLR-10103,128,4,373.41,3,2,2,7,Potential Loyalists
CLR-10104,273,1,74.9,2,1,1,4,Lost
CLR-10105,228,4,201.41,2,2,1,5,Lost
CLR-10106,157,18,2358.11,3,5,5,13,Loyal Customers
CLR-10107,32,16,1880.11,4,5,5,14,Champions
CLR-10108,233,6,684.9,2,3,3,8,At Risk
CLR-10109,335,1,30.03,2,1,1,4,Lost
CLR-10110,147,1,448.63,3,1,2,6,Potential Loyalists
CLR-10111,182,7,660.05,2,3,3,8,At Risk
CLR-10112,62,1,49.22,4,1,1,6,New Customers
CLR-10113,9,3,336.6,5,2,2,9,New Customers
CLR-10114,29,22,2611.72,5,5,5,15,Champions
CLR-10115,707,2,192.56,1,2,1,4,Lost
CLR-10116,171,10,868.88,2,4,3,9,At Risk
CLR-10117,70,8,709.29,4,4,3,11,Loyal Customers
CLR-10118,323,5,674.2,2,3,3,8,At Risk
CLR-10119,363,16,1696.08,2,5,5,12,At Risk
CLR-10120,97,3,252.06,3,2,2,7,Potential Loyalists
CLR-10121,31,26,2574.47,4,5,5,14,Champions
CLR-10122,71,2,282.8,3,2,2,7,Potential Loyalists
CLR-10123,13,25,3989.86,5,5,5,15,Champions
CLR-10124,32,16,1527.45,4,5,5,14,Champions
