customer_id,first_purchase,last_purchase,total_transactions,total_spent,avg_order_value,days_since_last,is_churned
CLR-10970,2023-11-06,2024-09-23,4,499.07,124.77,99,False
CLR-10971,2022-02-04,2024-02-20,4,538.98,134.74,315,True
CLR-10972,2024-11-30,2024-11-30,1,114.68,114.68,31,False
CLR-10973,2024-12-04,2024-12-04,1,166.52,166.52,27,False
CLR-10974,2023-09-01,2024-12-20,11,1277.85,116.17,11,False
CLR-10975,2022-05-29,2023-05-14,6,394.96,65.83,597,True
CLR-10976,2022-01-06,2024-12-16,33,3985.97,120.79,15,False
CLR-10978,2023-05-09,2023-05-09,1,211.8,211.8,602,True
CLR-10979,2024-01-03,2024-09-29,6,543.96,90.66,93,False
CLR-10980,2022-04-21,2024-10-08,7,804.49,114.93,84,False
CLR-10981,2022-01-03,2023-09-09,4,160.81,40.2,479,True
CLR-10982,2023-12-04,2024-03-13,2,287.8,143.9,293,True
CLR-10983,2022-10-11,2024-11-02,11,1401.03,127.37,59,False
CLR-10984,2022-04-21,2024-07-28,4,884.33,221.08,156,False
CLR-10985,2022-01-10,2023-06-29,2,94.84,47.42,551,True
CLR-10986,2023-05-21,2024-12-14,4,415.22,103.8,17,False
CLR-10987,2024-12-27,2024-12-27,1,327.42,327.42,4,False
CLR-10988,2022-02-07,2023-08-17,7,903.07,129.01,502,True
CLR-10989,2024-12-13,2024-12-16,2,206.7,103.35,15,False
CLR-10990,2023-10-11,2024-05-02,5,493.32,98.66,243,True
CLR-10991,2022-01-09,2024-10-23,21,2935.9,139.8,69,False
CLR-10992,2022-01-04,2023-06-29,10,1517.35,151.74,551,True
CLR-10993,2024-03-03,2024-03-03,1,165.52,165.52,303,True
CLR-10994,2023-03-05,2023-05-03,2,125.8,62.9,608,True
CLR-10995,2024-11-03,2024-12-04,2,301.8,150.9,27,False
CLR-10996,2022-04-26,2024-07-12,6,517.33,86.22,172,False
CLR-10997,2022-12-06,2024-10-23,7,856.98,122.43,69,False
CLR-10998,2022-05-27,2023-12-07,6,529.42,88.24,390,True
CLR-10999,2023-12-02,2024-12-25,16,1619.98,101.25,6,False
CLR-11000,2022-08-31,2023-08-11,5,557.98,111.6,508,True
CLR-11001,2024-12-14,2024-12-14,1,81.52,81.52,17,False
CLR-11002,2022-12-01,2024-01-22,2,141.72,70.86,344,True
CLR-11003,2022-12-15,2024-01-12,2,112.62,56.31,354,True
CLR-11004,2024-07-03,2024-07-13,2,436.36,218.18,171,False
CLR-11005,2023-07-24,2024-12-21,7,722.58,103.23,10,False
CLR-11006,2024-10-01,2024-10-01,1,39.92,39.92,91,False
CLR-11007,2022-04-15,2022-07-09,5,408.45,81.69,906,True
CLR-11008,2024-02-24,2024-05-08,2,410.13,205.06,237,True
CLR-11009,2024-01-24,2024-10-20,5,644.94,128.99,72,False
CLR-11010,2024-08-31,2024-08-31,1,171.53,171.53,122,False
CLR-11011,2022-01-11,2024-09-05,14,2194.9,156.78,117,False
CLR-11012,2024-07-14,2024-07-14,1,148.66,148.66,170,False
CLR-11013,2022-05-09,2024-06-07,9,913.01,101.45,207,True
CLR-11014,2022-11-11,2024-05-03,3,156.88,52.29,242,True
CLR-11015,2023-06-24,2024-11-23,6,474.75,79.12,38,False
CLR-11016,2022-01-08,2024-11-10,26,3084.73,118.64,51,False
CLR-11017,2024-03-10,2024-10-30,3,271.7,90.57,62,False
CLR-11018,2022-09-23,2024-12-29,13,1530.69,117.75,2,False
CLR-11019,2022-05-31,2023-07-06,7,691.25,98.75,544,True
CLR-11020,2022-02-17,2024-04-23,7,1008.38,144.05,252,True
CLR-11021,2024-05-25,2024-11-20,4,371.24,92.81,41,False
CLR-11022,2022-06-27,2023-11-29,7,938.52,134.07,398,True
CLR-11024,2022-05-21,2024-06-15,11,1568.6,142.6,199,True
CLR-11025,2024-11-23,2024-11-23,1,56.02,56.02,38,False
CLR-11027,2022-01-26,2024-12-01,5,585.35,117.07,30,False
CLR-11028,2022-02-27,2024-11-18,29,3084.96,106.38,43,False
CLR-11029,2022-02-24,2023-07-16,6,525.89,87.65,534,True
CLR-11031,2022-01-22,2024-12-02,6,1205.0,200.83,29,False
CLR-11032,2022-01-03,2023-12-24,11,1320.96,120.09,373,True
CLR-11033,2022-08-20,2024-11-07,9,1278.42,142.05,54,False
CLR-11034,2022-05-04,2024-10-09,8,1021.95,127.74,83,False
CLR-11035,2024-12-16,2024-12-16,1,94.9,94.9,15,False
CLR-11036,2024-01-15,2024-08-14,3,556.5,185.5,139,False
CLR-11037,2022-09-11,2024-07-01,13,1754.56,134.97,183,True
CLR-11038,2023-07-31,2024-09-16,7,730.68,104.38,106,False
CLR-11039,2022-03-12,2024-10-25,30,3372.82,112.43,67,False
CLR-11040,2024-06-19,2024-12-12,4,933.85,233.46,19,False
CLR-11041,2024-04-08,2024-04-08,1,167.31,167.31,267,True
CLR-11042,2022-01-09,2024-09-23,23,2373.15,103.18,99,False
CLR-11043,2022-04-09,2022-04-09,1,42.32,42.32,997,True
CLR-11044,2022-06-27,2024-03-10,15,1651.64,110.11,296,True
CLR-11045,2024-01-18,2024-12-28,2,272.52,136.26,3,False
CLR-11046,2024-10-14,2024-10-14,1,281.8,281.8,78,False
CLR-11047,2023-01-07,2023-04-05,2,73.93,36.97,636,True
CLR-11048,2024-07-29,2024-11-18,3,458.82,152.94,43,False
CLR-11049,2023-05-07,2024-03-28,3,668.96,222.99,278,True
CLR-11050,2022-01-12,2023-07-20,6,846.77,141.13,530,True
CLR-11051,2023-11-19,2024-02-05,3,786.76,262.25,330,True
CLR-11052,2024-07-07,2024-11-25,5,883.6,176.72,36,False
CLR-11053,2022-01-26,2023-11-23,6,469.83,78.3,404,True
CLR-11054,2024-10-01,2024-10-01,1,158.22,158.22,91,False
CLR-11055,2023-03-29,2024-09-15,7,803.77,114.82,107,False
CLR-11056,2024-06-02,2024-12-13,5,677.47,135.49,18,False
CLR-11057,2024-09-16,2024-12-05,3,499.02,166.34,26,False
CLR-11058,2022-01-30,2024-10-05,16,1688.34,105.52,87,False
CLR-11059,2023-01-25,2024-12-17,7,1114.28,159.18,14,False
CLR-11060,2023-03-28,2024-10-17,5,714.78,142.96,75,False
CLR-11061,2022-01-04,2024-02-13,5,481.07,96.21,322,True
CLR-11062,2022-01-18,2024-11-23,35,3628.99,103.69,38,False
CLR-11063,2022-01-10,2024-12-19,22,3050.61,138.66,12,False
CLR-11064,2024-10-18,2024-10-18,1,95.96,95.96,74,False
CLR-11065,2022-01-24,2023-09-07,12,1291.32,107.61,481,True
CLR-11066,2022-01-04,2023-10-09,10,1033.52,103.35,449,True
CLR-11067,2022-03-30,2022-11-04,3,499.49,166.5,788,True
CLR-11069,2022-07-09,2024-12-20,10,870.57,87.06,11,False
CLR-11070,2022-12-28,2024-09-07,5,566.75,113.35,115,False
CLR-11071,2022-01-02,2024-10-24,13,1573.86,121.07,68,False
CLR-11072,2022-03-21,2023-08-10,4,410.64,102.66,509,True
CLR-11073,2023-02-04,2023-07-21,3,425.43,141.81,529,True
CLR-11074,2023-05-06,2024-09-25,10,1133.56,113.36,97,False
CLR-11075,2022-11-27,2024-10-31,10,1442.11,144.21,61,False
CLR-11076,2023-09-09,2024-03-25,2,214.83,107.42,281,True
CLR-11077,2022-02-09,2024-10-27,16,2256.45,141.03,65,False
CLR-11078,2023-11-25,2024-11-20,8,1034.18,129.27,41,False
CLR-11079,2022-04-20,2024-05-07,8,1381.52,172.69,238,True
CLR-11080,2022-01-22,2022-10-29,2,170.52,85.26,794,True
CLR-11081,2022-06-13,2023-04-30,3,519.99,173.33,611,True
CLR-11082,2024-06-06,2024-06-06,1,156.68,156.68,208,True
CLR-11083,2022-03-24,2024-01-06,4,446.44,111.61,360,True
CLR-11084,2022-05-02,2024-06-02,3,448.85,149.62,212,True
CLR-11085,2022-06-09,2024-06-14,11,1511.55,137.41,200,True
CLR-11086,2023-01-31,2023-09-28,7,618.21,88.32,460,True
CLR-11087,2022-03-06,2024-07-06,10,1484.54,148.45,178,False
CLR-11088,2022-01-21,2023-08-27,14,1374.54,98.18,492,True
CLR-11089,2024-07-18,2024-12-11,3,213.92,71.31,20,False
CLR-11090,2022-02-14,2024-11-05,10,744.68,74.47,56,False
CLR-11091,2022-03-11,2024-02-12,5,593.63,118.73,323,True
CLR-11092,2022-04-18,2024-04-18,9,901.36,100.15,257,True
CLR-11093,2022-02-06,2024-12-25,5,685.61,137.12,6,False
CLR-11094,2022-01-17,2024-12-19,11,915.9,83.26,12,False
CLR-11095,2022-02-12,2024-12-04,9,719.72,79.97,27,False
CLR-11096,2022-01-04,2024-12-20,8,838.58,104.82,11,False
CLR-11097,2022-01-30,2024-11-13,13,2598.32,199.87,48,False
CLR-11098,2022-07-03,2023-07-20,2,137.92,68.96,530,True
CLR-11099,2022-02-20,2024-12-17,18,2325.2,129.18,14,False
CLR-11101,2022-04-16,2024-11-27,13,1525.86,117.37,34,False
CLR-11102,2022-07-29,2024-05-17,5,573.8,114.76,228,True
CLR-11103,2022-05-09,2024-07-15,6,634.55,105.76,169,False
CLR-11105,2022-04-27,2024-09-17,11,1278.59,116.24,105,False
CLR-11106,2022-03-25,2023-10-27,9,877.25,97.47,431,True
CLR-11107,2023-11-24,2024-10-15,11,1210.45,110.04,77,False
CLR-11108,2024-06-03,2024-06-03,1,99.92,99.92,211,True
CLR-11109,2022-02-19,2024-11-27,28,3082.08,110.07,34,False
CLR-11110,2022-03-16,2023-02-03,2,171.8,85.9,697,True
CLR-11111,2022-11-26,2024-12-14,9,1099.14,122.13,17,False
CLR-11112,2022-01-02,2024-12-26,19,1661.95,87.47,5,False
CLR-11114,2022-01-22,2024-06-29,6,641.94,106.99,185,True
CLR-11115,2022-01-12,2023-07-27,6,588.95,98.16,523,True
CLR-11116,2023-07-18,2024-12-25,16,3193.76,199.61,6,False
CLR-11117,2024-03-14,2024-05-30,4,1077.49,269.37,215,True
CLR-11118,2023-05-09,2024-12-29,6,592.34,98.72,2,False
CLR-11119,2023-11-22,2024-07-23,3,244.85,81.62,161,False
CLR-11120,2022-01-07,2023-11-02,21,2032.47,96.78,425,True
CLR-11121,2022-01-13,2024-12-23,9,736.76,81.86,8,False
CLR-11122,2023-06-15,2024-02-01,4,270.8,67.7,334,True
CLR-11123,2022-05-13,2024-12-22,17,1760.66,103.57,9,False
CLR-11124,2022-10-19,2024-07-30,5,562.79,112.56,154,False
CLR-11125,2022-04-11,2024-11-29,16,1830.85,114.43,32,False
CLR-11126,2024-03-09,2024-09-05,2,296.62,148.31,117,False
CLR-11127,2022-01-14,2024-11-16,19,2240.95,117.94,45,False
CLR-11128,2022-08-24,2023-10-01,5,587.24,117.45,457,True
CLR-11129,2023-10-03,2024-08-17,3,388.11,129.37,136,False
CLR-11130,2022-01-25,2024-12-04,18,1868.66,103.81,27,False
CLR-11131,2024-07-01,2024-10-09,3,287.86,95.95,83,False
CLR-11132,2022-02-06,2024-02-06,7,836.63,119.52,329,True
CLR-11133,2024-06-27,2024-10-24,2,188.22,94.11,68,False
CLR-11134,2024-03-04,2024-10-17,4,696.11,174.03,75,False
CLR-11135,2022-02-15,2024-12-28,28,2851.42,101.84,3,False
CLR-11136,2022-01-17,2023-12-04,13,1980.2,152.32,393,True
CLR-11137,2022-07-08,2024-12-03,4,617.5,154.38,28,False
CLR-11138,2023-08-29,2024-12-28,11,1549.14,140.83,3,False
CLR-11139,2022-10-09,2024-05-20,6,647.48,107.91,225,True
CLR-11140,2022-01-17,2024-12-09,8,1002.39,125.3,22,False
CLR-11141,2022-07-25,2024-07-13,6,455.58,75.93,171,False
CLR-11142,2022-05-01,2024-02-15,7,852.47,121.78,320,True
CLR-11143,2022-05-02,2024-11-26,6,1400.91,233.48,35,False
CLR-11144,2022-06-19,2024-09-30,12,1978.15,164.85,92,False
CLR-11145,2023-08-11,2024-11-18,6,364.54,60.76,43,False
CLR-11146,2024-09-06,2024-10-20,2,220.33,110.16,72,False
CLR-11147,2023-12-10,2023-12-10,1,97.8,97.8,387,True
CLR-11148,2023-07-02,2023-10-23,2,377.48,188.74,435,True
CLR-11149,2022-01-03,2024-12-16,15,2206.19,147.08,15,False
CLR-11150,2023-09-03,2024-11-22,10,1139.08,113.91,39,False
CLR-11151,2024-12-09,2024-12-09,1,112.03,112.03,22,False
CLR-11152,2023-05-15,2024-09-20,6,1118.56,186.43,102,False
CLR-11153,2022-01-09,2023-05-01,2,159.95,79.97,610,True
CLR-11154,2023-03-18,2024-09-09,11,936.51,85.14,113,False
CLR-11155,2023-06-07,2024-12-20,18,2099.32,116.63,11,False
CLR-11156,2022-10-22,2024-12-02,6,551.81,91.97,29,False
CLR-11157,2022-01-13,2024-12-11,37,3832.33,103.58,20,False
CLR-11158,2022-01-01,2024-09-03,11,866.13,78.74,119,False
CLR-11159,2024-05-10,2024-11-23,2,69.83,34.92,38,False
CLR-11160,2022-03-02,2022-08-11,2,229.6,114.8,873,True
CLR-11161,2022-03-15,2024-05-15,4,217.8,54.45,230,True
CLR-11162,2022-04-06,2024-12-08,12,1038.23,86.52,23,False
CLR-11163,2022-01-14,2024-05-31,15,1390.77,92.72,214,True
CLR-11164,2022-09-11,2024-04-23,10,951.6,95.16,252,True
CLR-11165,2024-05-17,2024-05-17,1,70.32,70.32,228,True
CLR-11166,2022-10-12,2024-11-19,36,3960.99,110.03,42,False
CLR-11167,2022-01-11,2023-07-01,5,667.56,133.51,549,True
CLR-11168,2022-01-28,2024-05-21,5,591.1,118.22,224,True
CLR-11169,2022-01-27,2024-07-03,7,778.53,111.22,181,True
CLR-11170,2024-03-29,2024-10-16,2,179.73,89.86,76,False
CLR-11171,2022-04-19,2024-05-24,14,1791.05,127.93,221,True
CLR-11172,2022-02-08,2024-12-31,12,1052.86,87.74,0,False
CLR-11173,2022-01-02,2024-07-27,5,725.59,145.12,157,False
CLR-11175,2023-03-09,2024-09-11,2,94.8,47.4,111,False
CLR-11176,2022-07-26,2022-07-26,1,150.32,150.32,889,True
CLR-11177,2022-05-25,2024-12-25,9,939.25,104.36,6,False
CLR-11178,2022-01-04,2024-05-10,8,509.3,63.66,235,True
CLR-11179,2024-07-05,2024-11-26,3,493.98,164.66,35,False
CLR-11180,2022-05-24,2024-12-07,5,412.82,82.56,24,False
CLR-11181,2023-02-04,2024-12-23,11,1007.17,91.56,8,False
CLR-11182,2022-06-25,2022-07-09,2,195.76,97.88,906,True
CLR-11183,2024-07-08,2024-11-13,5,840.2,168.04,48,False
CLR-11184,2024-04-21,2024-11-17,6,717.08,119.51,44,False
CLR-11185,2022-10-08,2024-09-18,4,621.26,155.32,104,False
CLR-11186,2022-01-16,2024-01-05,9,491.78,54.64,361,True
CLR-11187,2022-01-18,2024-08-09,10,1071.71,107.17,144,False
CLR-11188,2022-04-18,2024-12-14,15,1736.9,115.79,17,False
CLR-11189,2022-12-01,2024-12-15,10,1827.65,182.76,16,False
CLR-11190,2022-01-21,2022-04-27,3,140.98,46.99,979,True
CLR-11191,2024-10-29,2024-10-29,1,179.7,179.7,63,False
CLR-11192,2023-10-21,2024-12-26,17,2226.76,130.99,5,False
CLR-11193,2022-02-28,2023-09-15,4,519.93,129.98,473,True
CLR-11194,2023-04-07,2024-04-14,3,204.81,68.27,261,True
CLR-11195,2022-02-11,2023-07-07,7,811.79,115.97,543,True
CLR-11196,2022-05-20,2024-03-26,4,455.74,113.94,280,True
CLR-11197,2024-06-16,2024-11-29,3,255.62,85.21,32,False
CLR-11198,2022-01-07,2024-12-18,18,2116.42,117.58,13,False
CLR-11199,2022-08-23,2024-11-12,11,1406.71,127.88,49,False
CLR-11200,2022-02-11,2024-06-15,16,1944.97,121.56,199,True
CLR-11201,2022-04-16,2024-08-15,16,1739.74,108.73,138,False
CLR-11202,2022-04-30,2023-08-16,5,503.37,100.67,503,True
CLR-11203,2024-07-28,2024-08-01,2,261.7,130.85,152,False
CLR-11204,2023-09-23,2024-08-25,4,445.12,111.28,128,False
CLR-11205,2022-02-21,2022-07-07,2,935.5,467.75,908,True
CLR-11206,2022-01-15,2024-08-05,19,1709.32,89.96,148,False
CLR-11207,2022-01-04,2024-05-29,13,1627.86,125.22,216,True
CLR-11208,2024-05-08,2024-12-20,4,260.77,65.19,11,False
CLR-11209,2022-04-08,2024-11-25,9,849.82,94.42,36,False
CLR-11210,2023-07-31,2024-09-13,3,292.6,97.53,109,False
CLR-11211,2023-04-23,2023-04-23,1,82.9,82.9,618,True
CLR-11212,2022-07-01,2023-05-18,4,232.92,58.23,593,True
CLR-11213,2022-11-21,2024-02-25,9,790.15,87.79,310,True
CLR-11214,2022-01-14,2024-06-03,13,1586.17,122.01,211,True
CLR-11215,2022-05-18,2024-10-07,16,1130.53,70.66,85,False
CLR-11216,2023-11-25,2023-11-25,1,74.06,74.06,402,True
CLR-11217,2022-01-29,2024-03-17,12,1768.23,147.35,289,True
CLR-11218,2022-05-15,2022-10-04,2,242.02,121.01,819,True
CLR-11219,2022-11-22,2024-12-28,14,1228.52,87.75,3,False
CLR-11220,2024-05-09,2024-06-23,2,244.36,122.18,191,True
CLR-11221,2023-12-27,2024-12-27,4,321.83,80.46,4,False
CLR-11222,2022-02-12,2023-12-02,12,1366.21,113.85,395,True
CLR-11223,2022-06-12,2023-07-30,6,602.07,100.35,520,True
CLR-11224,2022-04-09,2023-05-25,8,1300.57,162.57,586,True
CLR-11225,2024-04-16,2024-09-23,2,227.12,113.56,99,False
CLR-11226,2022-12-13,2024-10-24,8,873.18,109.15,68,False
CLR-11227,2022-12-20,2023-06-08,2,110.75,55.38,572,True
CLR-11228,2022-01-09,2024-12-31,12,1510.29,125.86,0,False
CLR-11229,2022-12-01,2024-01-01,4,367.71,91.93,365,True
CLR-11230,2022-06-19,2024-03-30,6,775.51,129.25,276,True
CLR-11231,2022-02-06,2024-02-07,7,697.76,99.68,328,True
CLR-11233,2022-05-05,2023-01-06,4,802.71,200.68,725,True
CLR-11234,2023-03-16,2023-12-25,3,402.6,134.2,372,True
CLR-11235,2023-06-23,2023-07-01,2,119.66,59.83,549,True
CLR-11236,2022-01-01,2024-12-16,22,2207.01,100.32,15,False
CLR-11237,2022-07-26,2022-10-31,2,312.7,156.35,792,True
CLR-11238,2024-03-09,2024-03-09,1,174.9,174.9,297,True
CLR-11239,2022-01-03,2023-06-23,15,1975.92,131.73,557,True
CLR-11240,2022-03-10,2024-07-23,8,1278.56,159.82,161,False
CLR-11241,2022-02-19,2023-08-24,22,2650.04,120.46,495,True
CLR-11242,2024-09-28,2024-09-28,1,63.81,63.81,94,False
CLR-11243,2022-09-14,2023-12-12,2,245.36,122.68,385,True
CLR-11244,2022-03-14,2024-03-21,5,401.2,80.24,285,True
CLR-11245,2022-05-13,2023-11-17,4,227.02,56.76,410,True
CLR-11246,2022-01-03,2024-12-02,26,3046.52,117.17,29,False
CLR-11247,2023-03-09,2024-03-07,2,141.8,70.9,299,True
CLR-11248,2022-01-13,2024-06-29,5,335.0,67.0,185,True
CLR-11249,2022-09-22,2022-12-25,4,720.83,180.21,737,True
CLR-11250,2022-12-28,2024-09-22,7,942.4,134.63,100,False
CLR-11251,2023-06-09,2023-06-26,2,202.16,101.08,554,True
CLR-11252,2022-01-07,2024-06-03,11,1175.03,106.82,211,True
CLR-11253,2023-01-09,2023-03-04,2,180.62,90.31,668,True
CLR-11254,2022-06-21,2023-09-13,6,818.86,136.48,475,True
CLR-11255,2022-01-07,2024-12-31,33,3962.01,120.06,0,False
CLR-11256,2023-03-14,2023-03-14,1,144.9,144.9,658,True
CLR-11257,2022-01-16,2024-12-14,12,1437.8,119.82,17,False
CLR-11258,2023-05-18,2024-12-02,5,452.38,90.48,29,False
CLR-11259,2022-06-12,2024-01-28,4,339.09,84.77,338,True
CLR-11260,2022-04-01,2024-04-06,5,583.33,116.67,269,True
CLR-11261,2022-04-29,2024-09-04,10,1138.84,113.88,118,False
CLR-11262,2024-11-22,2024-11-22,1,99.12,99.12,39,False
CLR-11263,2022-06-24,2024-10-05,6,673.52,112.25,87,False
CLR-11264,2022-08-27,2024-11-08,7,523.62,74.8,53,False
CLR-11265,2022-11-08,2024-05-18,7,808.48,115.5,227,True
CLR-11266,2024-08-14,2024-08-14,1,251.43,251.43,139,False
CLR-11267,2022-06-01,2023-11-16,9,662.07,73.56,411,True
CLR-11268,2024-02-12,2024-12-21,5,652.06,130.41,10,False
CLR-11269,2022-03-07,2024-12-18,8,631.55,78.94,13,False
CLR-11270,2022-06-22,2024-06-25,5,920.2,184.04,189,True
CLR-11271,2024-11-19,2024-11-19,1,132.43,132.43,42,False
CLR-11272,2024-02-19,2024-12-05,3,513.7,171.23,26,False
CLR-11273,2022-03-04,2023-11-08,4,617.61,154.4,419,True
CLR-11274,2022-02-10,2023-04-30,5,359.04,71.81,611,True
CLR-11275,2023-11-03,2024-01-17,2,192.97,96.48,349,True
CLR-11276,2024-09-15,2024-09-15,1,86.31,86.31,107,False
CLR-11277,2024-05-15,2024-12-25,7,991.16,141.59,6,False
CLR-11278,2022-04-18,2024-07-01,6,594.93,99.16,183,True
CLR-11279,2023-02-18,2024-11-17,8,797.02,99.63,44,False
CLR-11280,2024-05-06,2024-11-07,3,258.65,86.22,54,False
CLR-11281,2023-03-30,2024-08-30,4,513.23,128.31,123,False
CLR-11282,2022-07-03,2024-02-17,4,595.07,148.77,318,True
CLR-11283,2022-05-17,2024-12-02,15,2150.73,143.38,29,False
CLR-11284,2024-01-05,2024-10-04,5,1173.85,234.77,88,False
CLR-11285,2022-10-01,2024-06-26,5,474.55,94.91,188,True
CLR-11286,2022-03-25,2024-10-31,18,2739.68,152.2,61,False
CLR-11287,2024-11-04,2024-12-13,2,326.1,163.05,18,False
CLR-11288,2022-01-21,2024-08-07,9,893.46,99.27,146,False
CLR-11289,2022-01-01,2024-10-03,9,1114.65,123.85,89,False
CLR-11290,2024-11-22,2024-11-22,1,77.93,77.93,39,False
CLR-11291,2024-01-02,2024-12-28,6,406.08,67.68,3,False
CLR-11292,2022-05-31,2024-11-30,12,1300.14,108.35,31,False
CLR-11293,2022-02-08,2024-11-12,13,1356.59,104.35,49,False
CLR-11294,2023-03-05,2024-12-09,4,321.59,80.4,22,False
CLR-11295,2022-04-01,2024-07-26,7,714.79,102.11,158,False
CLR-11296,2024-04-04,2024-04-04,1,81.9,81.9,271,True
CLR-11297,2022-07-24,2024-05-30,10,1134.94,113.49,215,True
CLR-11298,2022-03-24,2024-07-02,6,515.96,85.99,182,True
CLR-11299,2024-02-09,2024-11-11,9,1217.1,135.23,50,False
CLR-11300,2022-12-16,2024-05-05,5,655.24,131.05,240,True
CLR-11301,2022-12-17,2023-07-15,4,449.5,112.38,535,True
CLR-11302,2024-04-21,2024-07-08,2,535.6,267.8,176,False
CLR-11303,2022-12-22,2024-12-30,9,1173.34,130.37,1,False
CLR-11304,2022-04-03,2022-10-14,2,249.7,124.85,809,True
CLR-11305,2022-04-11,2024-06-16,14,1883.52,134.54,198,True
CLR-11306,2023-07-03,2024-11-22,4,599.26,149.82,39,False
CLR-11307,2022-01-04,2024-10-12,26,3063.29,117.82,80,False
CLR-11308,2022-01-25,2024-12-22,21,2844.89,135.47,9,False
CLR-11309,2024-07-18,2024-12-05,5,795.6,159.12,26,False
CLR-11310,2022-01-18,2023-06-16,6,649.69,108.28,564,True
CLR-11311,2023-10-28,2024-07-08,5,498.5,99.7,176,False
CLR-11312,2022-01-19,2023-09-03,9,894.71,99.41,485,True
CLR-11313,2022-01-18,2024-11-06,19,2240.83,117.94,55,False
CLR-11314,2022-11-18,2024-06-26,4,248.39,62.1,188,True
CLR-11315,2022-10-04,2024-12-07,13,1576.65,121.28,24,False
CLR-11316,2024-01-10,2024-11-11,2,257.91,128.96,50,False
CLR-11317,2022-11-11,2023-02-23,2,151.74,75.87,677,True
CLR-11318,2023-01-21,2023-02-07,2,104.58,52.29,693,True
CLR-11319,2023-03-19,2023-03-19,1,90.9,90.9,653,True
CLR-11320,2024-05-18,2024-07-09,4,409.77,102.44,175,False
CLR-11321,2022-01-22,2024-08-27,14,1726.71,123.34,126,False
CLR-11322,2022-03-19,2024-05-28,10,1061.17,106.12,217,True
CLR-11323,2022-01-21,2024-10-05,12,1564.83,130.4,87,False
CLR-11324,2024-11-13,2024-11-13,1,180.64,180.64,48,False
CLR-11325,2022-05-06,2022-05-06,1,109.9,109.9,970,True
CLR-11326,2022-01-13,2024-06-24,9,686.39,76.27,190,True
CLR-11327,2022-01-23,2024-08-13,10,1097.28,109.73,140,False
CLR-11328,2023-07-04,2024-02-08,3,280.31,93.44,327,True
CLR-11330,2024-10-30,2024-10-30,1,88.9,88.9,62,False
CLR-11331,2023-06-03,2024-10-02,4,274.02,68.5,90,False
CLR-11332,2024-06-05,2024-11-12,2,256.03,128.01,49,False
CLR-11333,2022-12-01,2023-12-27,3,377.35,125.78,370,True
CLR-11334,2022-11-26,2024-12-27,5,789.23,157.85,4,False
CLR-11335,2022-01-30,2024-11-19,19,2216.84,116.68,42,False
CLR-11336,2023-11-23,2024-06-07,5,865.26,173.05,207,True
CLR-11337,2022-05-10,2024-09-29,12,1172.39,97.7,93,False
CLR-11338,2022-07-30,2024-12-16,12,1292.14,107.68,15,False
CLR-11339,2022-02-11,2024-12-23,12,1554.78,129.56,8,False
CLR-11340,2022-01-06,2024-11-17,19,2421.47,127.45,44,False
CLR-11341,2022-09-23,2023-11-29,6,429.29,71.55,398,True
CLR-11342,2022-06-14,2024-09-04,7,764.37,109.2,118,False
CLR-11343,2022-02-22,2024-09-09,15,1920.83,128.06,113,False
CLR-11344,2023-04-25,2024-06-05,4,838.85,209.71,209,True
CLR-11345,2024-05-22,2024-05-22,1,38.24,38.24,223,True
CLR-11346,2022-09-23,2024-10-30,14,1902.84,135.92,62,False
CLR-11347,2022-04-26,2023-11-21,5,573.35,114.67,406,True
CLR-11348,2023-05-25,2023-05-25,1,88.9,88.9,586,True
CLR-11349,2022-09-12,2024-12-31,8,984.46,123.06,0,False
CLR-11350,2024-01-16,2024-07-13,5,798.28,159.66,171,False
CLR-11351,2022-11-15,2024-07-08,8,1153.12,144.14,176,False
CLR-11352,2024-05-09,2024-06-08,3,378.81,126.27,206,True
CLR-11353,2022-06-09,2023-07-28,9,1339.37,148.82,522,True
CLR-11354,2022-01-13,2023-12-03,4,585.98,146.5,394,True
CLR-11355,2023-03-16,2023-03-16,1,79.92,79.92,656,True
CLR-11356,2022-03-25,2022-10-29,9,761.84,84.65,794,True
CLR-11357,2022-02-27,2024-09-10,19,1629.96,85.79,112,False
CLR-11358,2023-09-05,2024-10-12,13,1882.97,144.84,80,False
CLR-11359,2022-09-17,2024-09-24,7,1124.41,160.63,98,False
CLR-11360,2024-07-13,2024-12-07,2,423.7,211.85,24,False
CLR-11361,2024-03-30,2024-11-03,5,729.66,145.93,58,False
CLR-11362,2022-01-03,2024-11-23,27,3008.38,111.42,38,False
CLR-11363,2022-05-21,2024-04-01,8,1066.72,133.34,274,True
CLR-11364,2023-05-30,2023-07-31,2,280.7,140.35,519,True
CLR-11366,2022-01-06,2024-07-28,11,1454.13,132.19,156,False
CLR-11368,2022-12-19,2022-12-19,1,36.72,36.72,743,True
CLR-11369,2022-01-28,2024-10-13,15,1388.71,92.58,79,False
CLR-11370,2023-12-01,2024-04-01,3,296.52,98.84,274,True
CLR-11371,2022-01-29,2024-06-09,11,1545.4,140.49,205,True
CLR-11372,2022-01-01,2024-12-22,28,3888.0,138.86,9,False
CLR-11373,2022-07-15,2024-12-31,5,418.22,83.64,0,False
CLR-11374,2022-01-07,2022-11-22,6,441.12,73.52,770,True
CLR-11375,2022-05-03,2022-12-15,3,499.18,166.39,747,True
CLR-11376,2022-06-17,2023-08-26,10,826.27,82.63,493,True
